LAMMPS data file from restart file: timestep = 100000, procs = 32

1024 atoms

5 atom types

0.0000000000000000e+00 2.2951000000000001e+01 xlo xhi
0.0000000000000000e+00 1.9722700000000000e+01 ylo yhi
0.0000000000000000e+00 2.2398000000000000e+01 zlo zhi
-1.1475500000000000e+01 0.0000000000000000e+00 0.0000000000000000e+00 xy xz yz

Masses

1 26.9815
2 40.078
3 1.00794
4 15.9994
5 32.066

Atoms

2 2 1.3577802421881442e+00 -9.0992462896248960e-01 1.7394651554429170e+00 2.7064424134064455e+00 0 0 0
128 3 3.7071915648024534e-01 4.4907187112357123e+00 1.6940297178664849e+00 2.1358957205539340e+00 0 0 0
127 3 3.8891730636039779e-01 4.1561490577087721e+00 2.5053854810674072e+00 3.4645883975785119e+00 0 0 0
53 3 4.0237997194842728e-01 -8.7126820242889957e-01 4.1824177138705032e+00 4.3269146215773957e-01 0 0 0
65 3 3.7746620550394255e-01 8.4873843834900065e-01 4.4867853130225459e+00 2.1820604856201862e+00 0 0 0
66 3 3.0516221248624653e-01 8.7933778475207447e-02 4.7306892221930692e+00 3.4830375265505200e+00 0 0 0
784 4 -7.5380183484297569e-01 -4.8945942155143376e+00 8.7512533020336267e+00 4.4379816554817015e+00 1 0 0
70 3 3.5623277036899464e-01 -1.9387046880449172e+00 6.1673066821856084e+00 4.1665191101767638e+00 0 0 0
72 3 3.8346824491001580e-01 1.5338518981206590e+00 1.6765552887024218e+00 1.3181224219641338e-01 0 0 0
74 3 4.0381093837054560e-01 1.2211134841338953e+00 1.9046088922354958e+00 5.1640492765693011e+00 0 0 0
92 3 3.3135727458028891e-01 1.9042963223062035e+00 5.0977770360065762e+00 4.7826485318485652e+00 0 0 0
98 3 3.6618668043745362e-01 4.5727394336817184e+00 5.5046878975421987e-01 5.1244690515832192e-01 0 0 0
101 3 3.1765827379691597e-01 4.3833762737110504e+00 7.6070042170542107e-01 4.6273978345677280e+00 0 0 0
1003 5 4.3678495533966399e-01 1.2772906935831774e-01 6.5447044105645302e+00 1.7686229292428217e-03 0 0 0
361 3 3.8342690204268082e-01 -1.1882394279397572e+00 8.9090520553814017e+00 7.7043721165056078e-01 0 0 0
365 3 3.7550911914745938e-01 -1.2388154766538939e+00 9.0737066173271632e+00 4.9963698905758500e+00 0 0 0
373 3 3.4491399167770376e-01 -3.3499805938988709e+00 7.3000217002811594e+00 2.2197137936099018e+00 0 0 0
374 3 3.6025581228847392e-01 -1.8335277303331621e+00 7.3171735787257433e+00 1.9127816970152376e+00 0 0 0
581 4 -7.9089850928475780e-01 -1.2918481821494423e+00 3.3184042224553383e+00 7.5535361694378278e-01 0 0 0
587 4 -7.1318013818224468e-01 5.6574927468118474e-01 4.0173542257050059e+00 3.0052996820076339e+00 0 0 0
592 4 -7.6744674381730305e-01 -1.5133669418812321e+00 5.8382392739757467e+00 4.9626460007602251e+00 0 0 0
594 4 -7.5007934360602835e-01 1.1976780443681154e+00 1.3198189002935861e+00 9.7430931059192061e-01 0 0 0
596 4 -7.4000178171857411e-01 9.1417952311167483e-01 1.3449647531991840e+00 4.4182011779200527e+00 0 0 0
607 4 -4.6059793607208499e-01 1.1530494884272535e+00 5.5919323872789679e+00 5.5486162541644080e-01 0 0 0
782 4 -7.9774473216234409e-01 -4.8278152017366782e+00 8.5482358429691434e+00 1.1495300039736336e+00 1 0 0
633 4 -7.4876265125486829e-01 3.7288017968995222e+00 1.9303689887406710e+00 2.7532234521080641e+00 0 0 0
675 4 -4.6848421627352199e-01 6.9173761750848328e-02 7.7250270102197360e+00 9.2122462860612431e-01 0 0 0
57 3 3.7101776418344279e-01 -1.5084488852361391e+00 3.9350986217089248e+00 5.0555878026032417e+00 1 0 0
817 4 -8.0104199767090956e-01 -1.7801808169812321e+00 9.7066526444067502e+00 7.6472853711081745e-01 0 0 0
819 4 -7.9960850235598802e-01 -1.8082817555353499e+00 9.7435448036279926e+00 4.6537131215640688e+00 0 0 0
823 4 -7.7081565349261816e-01 -2.5194327053232155e+00 7.4938149981003654e+00 2.5838112032832967e+00 0 0 0
91 3 3.1641261860150383e-01 4.7487396034418827e-01 5.3964131623271010e+00 5.2351254988247877e+00 0 0 0
316 3 3.9034505426491728e-01 -4.6903807819841106e+00 8.1359504696004716e+00 5.1732645912309687e+00 1 0 0
314 3 3.6217553564159061e-01 -4.5674035204531114e+00 7.9333085731278121e+00 4.0494087905475851e-01 1 0 0
986 1 8.1880006787882320e-01 1.8748191704911105e-01 2.7419213029388927e-02 5.5183404328268795e+00 0 0 0
69 3 3.1368209132489616e-01 -9.9328326712931014e-01 6.6392217531738371e+00 5.1489532773259210e+00 0 0 0
608 4 -7.3549066541701724e-01 1.4124671581327037e+00 5.4099710188480543e+00 5.5441027698781458e+00 0 0 0
583 4 -7.9206786375840954e-01 -1.7289652997155722e+00 3.0057438780185186e+00 4.7677934049264197e+00 1 0 0
9 2 1.3720588318236473e+00 1.2282861215076464e+00 1.6525307699233780e+00 8.3850975233824681e+00 0 0 0
85 3 4.1397848607577759e-01 4.2665137066079231e+00 2.3739689842888474e+00 8.1626610226074074e+00 0 0 0
86 3 3.8194741036982904e-01 4.2719445096393898e+00 1.9479515395813740e+00 9.5616413995165015e+00 0 0 0
866 4 -7.7266434682870733e-01 -3.6444367462323810e+00 6.6777142082996086e+00 1.0321061668674430e+01 1 0 0
113 3 3.3841099571449629e-01 3.1130050773341900e-01 7.9571669661302868e+00 7.1241972681881096e+00 0 0 0
114 3 3.2526356148688523e-01 7.1847471013847652e-01 7.4590780913469956e+00 5.7785875598801342e+00 0 0 0
379 3 3.6612128881504358e-01 -3.5996243241268617e+00 9.6692841298031578e+00 1.0811764520096155e+01 0 0 0
1001 5 4.6270974420111888e-01 1.1487686233337380e-01 6.5527981916442304e+00 1.0812142345304014e+01 0 0 0
143 3 3.5947922791661485e-01 1.3326050224833526e+00 3.7344201371511714e+00 1.0877780986283431e+01 0 0 0
144 3 3.8905768859511219e-01 2.8391926342236307e+00 3.4361477715417825e+00 1.0609564970081415e+01 0 0 0
147 3 3.6292546896219696e-01 1.8692844466305858e+00 3.7249960779083588e+00 6.0924344374247932e+00 0 0 0
148 3 3.8971120276699373e-01 3.2256118426142129e+00 2.9319199970524155e+00 5.9014736083758859e+00 0 0 0
155 3 3.8522237492554040e-01 -2.5378602768030811e-01 4.7579190142133001e+00 8.3891554993690356e+00 0 0 0
156 3 3.5374605217842903e-01 -1.2453021881226949e+00 3.5518292202311570e+00 8.2758625130956727e+00 0 0 0
872 4 -7.3710964543888291e-01 -2.2149024705159404e+00 7.7839314044635168e+00 7.9080569770735636e+00 0 0 0
429 3 3.6515883033673924e-01 -2.7527967791215113e+00 6.8343368379887890e+00 1.0707796142346101e+01 0 0 0
159 3 3.7907012641809129e-01 -8.4847985976716145e-01 1.7411279038922791e+00 1.0567889023936003e+01 1 0 0
441 3 3.5990735597465989e-01 -1.6736551951958747e+00 7.9282483168469788e+00 7.1305115441201563e+00 0 0 0
442 3 3.8577498820182493e-01 -1.5419518404312913e+00 7.3845916270246814e+00 8.5159996068698529e+00 0 0 0
829 4 -7.7608378975805781e-01 -4.2242266938390793e+00 9.6425839834352942e+00 1.0074815544139012e+01 0 0 0
602 4 -7.4706406296911088e-01 3.7505548964104842e+00 1.7898739400642334e+00 8.7205398983249243e+00 0 0 0
605 4 -4.6052166200681371e-01 -1.3009238140619939e-02 6.6215950361542752e+00 9.3129613500439064e+00 0 0 0
657 4 -7.9367683703160852e-01 -5.4895632150113072e-01 1.1023337872120065e+00 9.9474318119362266e+00 0 0 0
624 4 -7.9418761558938722e-01 1.6268192645300417e-01 8.1143583871694993e+00 6.1729026351688772e+00 0 0 0
621 4 -4.6885868119471130e-01 1.5252763974773025e+00 6.9112994294028489e+00 1.1159789571549219e+01 0 0 0
646 4 -7.8024825599533743e-01 1.9088541994654742e+00 3.1600207223206729e+00 1.0362609602062783e+01 0 0 0
648 4 -7.6773810386198815e-01 2.2913603510925982e+00 2.8249212781436315e+00 6.2789437380489028e+00 0 0 0
652 4 -7.3833621412380712e-01 -2.9517847789600715e-01 3.7666627776670754e+00 8.2595140383601997e+00 0 0 0
434 3 3.7360848002545577e-01 -3.2412202438416844e+00 6.1752625343902734e+00 6.0190836557808645e+00 0 0 0
659 4 -7.6645364127590598e-01 -6.8195885559054314e-01 1.2838219919381295e+00 6.6646660436245506e+00 0 0 0
161 3 3.9045661436133250e-01 -1.0623864655211115e+00 1.8988180334135500e+00 6.0398675978848129e+00 0 0 0
115 3 3.8642799202254569e-01 2.2862778132771733e+00 2.5795153339997559e-02 1.0533910553881624e+01 0 0 0
61 3 3.7909533658474176e-01 3.9040050351766720e-01 4.5202274803509059e+00 1.4673973122627286e+01 0 0 0
62 3 3.8228794094179852e-01 1.9273149220046593e-01 4.6644919633672073e+00 1.3151170422902929e+01 0 0 0
119 3 3.7176975205264839e-01 4.6104165881985448e+00 1.0504007001722506e+00 1.1634659577385410e+01 0 0 0
123 3 3.6845363880812976e-01 4.6600391115957454e+00 1.0249370229993215e+00 1.6059314158569265e+01 0 0 0
131 3 3.4953968824038711e-01 2.3164585584667354e+00 2.8733408163149221e+00 1.3967077419550536e+01 0 0 0
132 3 3.9547347065727823e-01 3.5933155879198226e+00 3.1121025861815239e+00 1.3064081932268302e+01 0 0 0
138 3 3.5417318738088199e-01 1.0841518949937747e+00 1.9587836981633089e+00 1.1636471617350791e+01 0 0 0
140 3 3.7296400609865488e-01 1.2515358407124821e+00 1.7525403708213967e+00 1.6077516170001310e+01 0 0 0
164 3 3.6934603907361230e-01 -1.2538505652151479e+00 3.7739803754770698e+00 1.1788561129174351e+01 0 0 0
168 3 3.6151898684009548e-01 -1.6319639123165040e+00 3.9000461561361770e+00 1.5977359952097382e+01 0 0 0
369 3 3.7280452211113502e-01 -2.1752153583585963e+00 7.1326557720209687e+00 1.4300949044792464e+01 0 0 0
370 3 3.8836277585718337e-01 -2.0205154012008752e+00 7.2849587474049526e+00 1.2761411652092868e+01 0 0 0
384 3 3.8024545758717615e-01 -1.3748368191620868e+00 9.3026128755857620e+00 1.1765531849467433e+01 0 0 0
387 3 3.7788526781431475e-01 -1.3817534924185018e+00 8.4632915536778750e+00 1.5928016667341588e+01 0 0 0
673 4 -4.5298787174197341e-01 -8.0982660295320441e-01 7.5474367341036865e+00 1.1428891454341528e+01 0 0 0
585 4 -7.8647963430817969e-01 3.9312987041555614e-01 4.0006218119381689e+00 1.3814050102967482e+01 0 0 0
590 4 -4.5056498998706485e-01 -1.2203268001748544e+00 5.9483724447724544e+00 1.5548031262055162e+01 0 0 0
606 4 -4.7090322021114528e-01 7.2513034199283855e-01 5.0236369980921820e+00 1.6613399482346651e+01 0 0 0
622 4 -4.4231688545489306e-01 6.6799913570893210e-01 7.4002398153068079e+00 1.5931191111816398e+01 0 0 0
629 4 -7.8373405897656689e-01 4.1546419772672465e+00 1.7348388743392032e-01 1.1846778576421714e+01 0 0 0
635 4 -7.7951948104704549e-01 3.1681012880990842e+00 2.5810133638165151e+00 1.3792609055536404e+01 0 0 0
642 4 -7.8780307002718530e-01 9.2007522599213609e-01 1.2891685789115233e+00 1.2322153469026736e+01 0 0 0
644 4 -8.1038891064766128e-01 8.4894587652374642e-01 1.2105602385910397e+00 1.5417265172553099e+01 0 0 0
821 4 -7.5730790349000388e-01 -2.6092349696570949e+00 7.5731816641355110e+00 1.3497480816826601e+01 0 0 0
835 4 -7.6707649802180600e-01 -1.8164217102915998e+00 9.3224317270644459e+00 1.5743794206057927e+01 0 0 0
1002 5 4.4451225904103819e-01 -1.2255941964380312e-01 6.2642374188054486e+00 1.6494218511046988e+01 0 0 0
589 4 -4.4430049465875326e-01 -2.1414464630872976e-01 5.1810375819955752e+00 1.1277443036542858e+01 0 0 0
631 4 -7.8887820835115341e-01 4.0987484163613352e+00 2.8433790650098384e-01 1.5744956758348410e+01 0 1 0
426 3 3.8688383919955099e-01 -4.4528173384651861e+00 7.9376142266576029e+00 1.6210836155028758e+01 0 0 0
32 2 1.3531559254527628e+00 -3.6062237071290011e+00 9.8306111625254431e+00 1.3909414623977481e+01 0 0 0
8 2 1.3572399083284346e+00 2.4796437330456160e+00 3.8651430263288385e-02 1.3841311741638602e+01 0 1 0
12 2 1.3296234378763501e+00 -9.3767454829948393e-01 1.7784943268394966e+00 1.3935059590972005e+01 1 0 0
864 4 -7.9540538392182558e-01 -4.7807325699073377e+00 8.5636602473241563e+00 1.5522975633008826e+01 1 0 0
424 3 3.8821878043739066e-01 -4.6212969981260796e+00 7.9667980438775299e+00 1.1508553559703801e+01 1 0 0
3 2 1.3441472232491043e+00 1.3593067209136673e+00 1.7649317779088840e+00 1.9479440280377585e+01 0 0 0
25 2 1.3829349087196363e+00 -4.4978514783923833e+00 8.0112398000109302e+00 1.9542817840506796e+01 1 0 0
49 3 3.8359593240634937e-01 -8.3597481217303882e-01 1.8957002477105682e+00 2.1840048403874381e+01 0 0 0
