# DFF generated LAMMPS data file

1728 atoms
0 bonds
0 angles
0 dihedrals
0 impropers

2  atom types
0  bond types
0  angle types
0  dihedral types
0  improper types

      0.0000      28.8912   xlo xhi
      0.0000      28.8912   ylo yhi
     -0.0000      28.8912   zlo zhi

Masses

           1     40.0780   #   ca0+
           2     15.9994   #   o_

Atoms

         298         298           1     2.00000     4.81520     2.40760     7.22280	      #     Ca298
         299         299           1     2.00000     7.22280     0.00000     7.22280	      #     Ca299
         300         300           1     2.00000     7.22280     2.40760     4.81520	      #     Ca300
         301         301           2     0.00000     7.22280     2.40760     7.22280	      #     O301
         302         302           2     0.00000     7.22280     0.00000     4.81520	      #     O302
         303         303           2     0.00000     4.81520     2.40760     4.81520	      #     O303
         304         304           2     0.00000     4.81520     0.00000     7.22280	      #     O304
         305         305           1     2.00000     9.63040     0.00000     4.81520	      #     Ca305
         306         306           1     2.00000     9.63040     2.40760     7.22280	      #     Ca306
         307         307           1     2.00000    12.03800     0.00000     7.22280	      #     Ca307
         308         308           1     2.00000    12.03800     2.40760     4.81520	      #     Ca308
         309         309           2     0.00000    12.03800     2.40760     7.22280	      #     O309
         310         310           2     0.00000    12.03800     0.00000     4.81520	      #     O310
         311         311           2     0.00000     9.63040     2.40760     4.81520	      #     O311
         312         312           2     0.00000     9.63040     0.00000     7.22280	      #     O312
         313         313           1     2.00000    14.44560     0.00000     4.81520	      #     Ca313
         314         314           1     2.00000    14.44560     2.40760     7.22280	      #     Ca314
         315         315           1     2.00000    16.85320     0.00000     7.22280	      #     Ca315
         316         316           1     2.00000    16.85320     2.40760     4.81520	      #     Ca316
         317         317           2     0.00000    16.85320     2.40760     7.22280	      #     O317
         318         318           2     0.00000    16.85320     0.00000     4.81520	      #     O318
         319         319           2     0.00000    14.44560     2.40760     4.81520	      #     O319
         320         320           2     0.00000    14.44560     0.00000     7.22280	      #     O320
         321         321           1     2.00000    19.26080     0.00000     4.81520	      #     Ca321
         322         322           1     2.00000    19.26080     2.40760     7.22280	      #     Ca322
         323         323           1     2.00000    21.66840     0.00000     7.22280	      #     Ca323
         324         324           1     2.00000    21.66840     2.40760     4.81520	      #     Ca324
         325         325           2     0.00000    21.66840     2.40760     7.22280	      #     O325
         326         326           2     0.00000    21.66840     0.00000     4.81520	      #     O326
         327         327           2     0.00000    19.26080     2.40760     4.81520	      #     O327
         328         328           2     0.00000    19.26080     0.00000     7.22280	      #     O328
         329         329           1     2.00000    24.07600     0.00000     4.81520	      #     Ca329
         330         330           1     2.00000    24.07600     2.40760     7.22280	      #     Ca330
         331         331           1     2.00000    26.48360     0.00000     7.22280	      #     Ca331
         332         332           1     2.00000    26.48360     2.40760     4.81520	      #     Ca332
         333         333           2     0.00000    26.48360     2.40760     7.22280	      #     O333
         334         334           2     0.00000    26.48360     0.00000     4.81520	      #     O334
         335         335           2     0.00000    24.07600     2.40760     4.81520	      #     O335
         336         336           2     0.00000    24.07600     0.00000     7.22280	      #     O336
         337         337           1     2.00000     0.00000     4.81520     4.81520	      #     Ca337
         338         338           1     2.00000     0.00000     7.22280     7.22280	      #     Ca338
         339         339           1     2.00000     2.40760     4.81520     7.22280	      #     Ca339
         340         340           1     2.00000     2.40760     7.22280     4.81520	      #     Ca340
         341         341           2     0.00000     2.40760     7.22280     7.22280	      #     O341
         342         342           2     0.00000     2.40760     4.81520     4.81520	      #     O342
         343         343           2     0.00000     0.00000     7.22280     4.81520	      #     O343
         344         344           2     0.00000     0.00000     4.81520     7.22280	      #     O344
         345         345           1     2.00000     4.81520     4.81520     4.81520	      #     Ca345
         346         346           1     2.00000     4.81520     7.22280     7.22280	      #     Ca346
         347         347           1     2.00000     7.22280     4.81520     7.22280	      #     Ca347
         348         348           1     2.00000     7.22280     7.22280     4.81520	      #     Ca348
         349         349           2     0.00000     7.22280     7.22280     7.22280	      #     O349
         350         350           2     0.00000     7.22280     4.81520     4.81520	      #     O350
         351         351           2     0.00000     4.81520     7.22280     4.81520	      #     O351
         352         352           2     0.00000     4.81520     4.81520     7.22280	      #     O352
         353         353           1     2.00000     9.63040     4.81520     4.81520	      #     Ca353
         354         354           1     2.00000     9.63040     7.22280     7.22280	      #     Ca354
         355         355           1     2.00000    12.03800     4.81520     7.22280	      #     Ca355
         356         356           1     2.00000    12.03800     7.22280     4.81520	      #     Ca356
         357         357           2     0.00000    12.03800     7.22280     7.22280	      #     O357
         358         358           2     0.00000    12.03800     4.81520     4.81520	      #     O358
         359         359           2     0.00000     9.63040     7.22280     4.81520	      #     O359
         360         360           2     0.00000     9.63040     4.81520     7.22280	      #     O360
         361         361           1     2.00000    14.44560     4.81520     4.81520	      #     Ca361
         362         362           1     2.00000    14.44560     7.22280     7.22280	      #     Ca362
         363         363           1     2.00000    16.85320     4.81520     7.22280	      #     Ca363
         364         364           1     2.00000    16.85320     7.22280     4.81520	      #     Ca364
         365         365           2     0.00000    16.85320     7.22280     7.22280	      #     O365
         366         366           2     0.00000    16.85320     4.81520     4.81520	      #     O366
         367         367           2     0.00000    14.44560     7.22280     4.81520	      #     O367
         368         368           2     0.00000    14.44560     4.81520     7.22280	      #     O368
         369         369           1     2.00000    19.26080     4.81520     4.81520	      #     Ca369
         370         370           1     2.00000    19.26080     7.22280     7.22280	      #     Ca370
         371         371           1     2.00000    21.66840     4.81520     7.22280	      #     Ca371
         372         372           1     2.00000    21.66840     7.22280     4.81520	      #     Ca372
