    0.000000  579.512345
    1.667820  573.161285
    3.335641  518.656803
    5.003461  500.888711
    6.671282  465.064569
    8.339102  422.228957
   10.006923  376.443793
   11.674743  334.538288
   13.342564  325.703191
   15.010384  305.671129
   16.678205  266.192406
   18.346025  260.792099
   20.013846  244.910763
   21.681666  228.354169
   23.349487  218.748481
   25.017307  191.386768
   26.685128  191.589620
   28.352948  171.930099
   30.020769  165.920099
   31.688589  157.070978
   33.356410  146.894880
   35.024231  144.317222
   36.692051  135.588234
   38.359871  134.581550
   40.027692  123.754200
   41.695512  115.999447
   43.363333  111.907110
   45.031154  110.201023
   46.698974  105.487314
   48.366794  105.118402
   50.034615   93.490981
   51.702435   93.491925
   53.370256   87.876825
   55.038076   86.285449
   56.705897   86.736524
   58.373717   85.829121
   60.041538   76.844911
   61.709359   73.992127
   63.377179   75.120438
   65.044999   71.040893
   66.712820   68.505757
   68.380640   65.652310
   70.048461   63.759318
   71.716281   59.655481
   73.384102   59.644437
   75.051922   57.074401
   76.719743   57.377078
   78.387563   53.193293
   80.055384   52.527205
   81.723204   49.621738
   83.391025   49.269415
   85.058845   45.794079
   86.726666   46.636138
   88.394486   44.538943
   90.062307   41.212493
   91.730127   41.258058
   93.397948   39.283993
   95.065768   37.542643
   96.733589   37.225252
   98.401409   34.539112
  100.069230   33.948824
  101.737050   31.478976
  103.404871   29.602362
  105.072691   29.354251
  106.740512   26.582682
  108.408332   26.059368
  110.076153   26.344358
  111.743973   25.162153
  113.411794   24.055107
  115.079614   22.708428
  116.747435   21.680892
  118.415255   21.064657
  120.083076   19.876298
  121.750896   20.866866
  123.418717   19.503629
  125.086537   19.040034
  126.754358   18.215140
  128.422179   17.199745
  130.089999   17.078822
  131.757819   15.638719
  133.425640   15.324933
  135.093460   15.082089
  136.761281   14.542055
  138.429102   14.341698
  140.096922   13.422371
  141.764742   13.282315
  143.432563   12.750009
  145.100383   12.658419
  146.768204   12.121249
  148.436025   11.587181
  150.103845   11.763286
  151.771665   10.505941
  153.439486   10.573951
  155.107306   10.741348
  156.775127    9.960347
  158.442947    9.979854
  160.110768    9.671508
  161.778588    9.498881
  163.446409    9.115235
  165.114229    8.972026
  166.782050    8.828220
  168.449870    8.288419
  170.117691    8.189326
  171.785511    7.979505
  173.453332    8.026863
  175.121152    7.461076
  176.788973    7.103819
  178.456793    7.155205
  180.124614    6.896008
  181.792434    6.512125
  183.460255    6.640163
  185.128075    6.483008
  186.795896    6.301871
  188.463717    5.934165
  190.131537    6.091763
  191.799357    5.883003
  193.467178    5.792616
  195.134998    5.398319
  196.802819    5.374641
  198.470639    5.350014
  200.138460    5.064049
  201.806280    4.950815
  203.474101    4.811451
  205.141921    4.662684
  206.809742    4.719736
  208.477562    4.614955
  210.145383    4.575060
  211.813203    4.482241
  213.481024    4.309929
  215.148844    4.136645
  216.816665    4.154127
  218.484485    4.042746
  220.152306    3.917864
  221.820126    3.938998
  223.487947    3.721686
  225.155767    3.622979
  226.823588    3.588479
  228.491408    3.619768
  230.159229    3.533345
  231.827049    3.423758
  233.494870    3.317900
  235.162690    3.165436
  236.830511    3.164562
  238.498331    3.110907
  240.166152    3.100014
  241.833972    3.024034
  243.501793    2.885485
  245.169613    2.838268
  246.837434    2.874743
  248.505254    2.835266
  250.173075    2.801368
  251.840895    2.755721
  253.508716    2.741342
  255.176536    2.616711
  256.844357    2.530983
  258.512177    2.473560
  260.179998    2.508478
  261.847818    2.504667
  263.515639    2.360769
  265.183459    2.379684
  266.851280    2.392216
  268.519100    2.165627
  270.186921    2.268155
  271.854741    2.246182
  273.522562    2.066567
  275.190382    2.030882
  276.858203    2.167219
  278.526023    2.039252
  280.193844    2.037668
  281.861664    1.974553
  283.529485    1.928825
  285.197305    1.927674
  286.865126    1.832540
  288.532946    1.826027
  290.200767    1.718670
  291.868587    1.802845
  293.536408    1.734612
  295.204228    1.696265
  296.872049    1.720563
  298.539869    1.573858
  300.207690    1.624654
  301.875511    1.582493
  303.543331    1.577562
  305.211151    1.579558
  306.878972    1.472401
  308.546792    1.439605
  310.214613    1.517499
  311.882433    1.420650
  313.550254    1.431583
  315.218074    1.434513
  316.885895    1.405554
  318.553716    1.403066
  320.221536    1.315573
  321.889356    1.291488
  323.557177    1.332724
  325.224997    1.282939
  326.892818    1.240059
  328.560638    1.196155
  330.228459    1.185351
  331.896279    1.182314
  333.564100    1.167293
  335.231921    1.191569
  336.899741    1.117694
  338.567561    1.086800
  340.235382    1.104903
  341.903202    1.073528
  343.571023    1.044483
  345.238843    1.003439
  346.906664    0.976249
  348.574484    0.984724
  350.242305    0.971091
  351.910125    0.966721
  353.577946    0.905985
  355.245767    0.911657
  356.913587    0.864739
  358.581407    0.880933
  360.249228    0.868603
  361.917048    0.836001
  363.584869    0.827486
  365.252689    0.787788
  366.920510    0.771529
  368.588330    0.763942
  370.256151    0.756050
  371.923971    0.729566
  373.591792    0.712140
  375.259612    0.734712
  376.927433    0.711751
  378.595253    0.677249
  380.263074    0.662752
  381.930894    0.660805
  383.598715    0.658110
  385.266535    0.622558
  386.934356    0.623111
  388.602176    0.594248
  390.269997    0.597078
  391.937817    0.589202
  393.605638    0.570385
  395.273458    0.549098
  396.941279    0.546517
  398.609099    0.509048
  400.276920    0.517400
  401.944740    0.523634
  403.612561    0.506552
  405.280381    0.485391
  406.948202    0.484552
  408.616022    0.453629
  410.283843    0.454721
  411.951663    0.451991
  413.619484    0.436139
  415.287304    0.432513
  416.955125    0.431537
  418.622945    0.427856
  420.290766    0.415493
  421.958586    0.396148
  423.626407    0.388899
  425.294227    0.394359
  426.962048    0.358037
  428.629868    0.367524
  430.297689    0.365367
  431.965509    0.364597
  433.633330    0.358053
  435.301151    0.353037
  436.968971    0.326856
  438.636791    0.324161
  440.304612    0.345014
  441.972432    0.317800
  443.640253    0.311330
  445.308073    0.321345
  446.975894    0.300726
  448.643714    0.308250
  450.311535    0.298925
  451.979355    0.282001
  453.647176    0.294377
  455.314996    0.277695
  456.982817    0.276405
  458.650637    0.267331
  460.318458    0.272542
