    0.000000 1456.618351
    1.667820 1398.990463
    3.335641 1255.122781
    5.003461 1163.117112
    6.671282 1036.064686
    8.339102  922.380506
   10.006923  807.052597
   11.674743  729.519528
   13.342564  692.881884
   15.010384  646.468226
   16.678205  570.185623
   18.346025  530.507205
   20.013846  522.561517
   21.681666  467.817309
   23.349487  438.922769
   25.017307  398.455251
   26.685128  389.568437
   28.352948  343.198023
   30.020769  345.834858
   31.688589  322.846669
   33.356410  304.292993
   35.024231  292.288804
   36.692051  269.895340
   38.359871  258.517939
   40.027692  242.728293
   41.695512  228.094146
   43.363333  222.131245
   45.031154  207.946794
   46.698974  205.033344
   48.366794  199.212613
   50.034615  180.516681
   51.702435  180.462003
   53.370256  168.550802
   55.038076  156.758171
   56.705897  158.654456
   58.373717  156.581426
   60.041538  141.648821
   61.709359  138.707178
   63.377179  133.090653
   65.044999  126.589714
   66.712820  120.510536
   68.380640  115.378951
   70.048461  108.616512
   71.716281  102.362838
   73.384102  104.876477
   75.051922   96.583783
   76.719743   95.713909
   78.387563   88.631907
   80.055384   89.600481
   81.723204   84.408943
   83.391025   83.766001
   85.058845   76.688916
   86.726666   76.683083
   88.394486   71.915914
   90.062307   70.298435
   91.730127   68.866250
   93.397948   66.195042
   95.065768   62.469432
   96.733589   60.375876
   98.401409   57.128726
  100.069230   55.935059
  101.737050   52.951645
  103.404871   51.336814
  105.072691   49.605648
  106.740512   45.292165
  108.408332   45.154861
  110.076153   44.387336
  111.743973   42.995944
  113.411794   41.732302
  115.079614   39.339691
  116.747435   37.460162
  118.415255   36.603603
  120.083076   34.805047
  121.750896   35.817736
  123.418717   33.470702
  125.086537   33.239899
  126.754358   31.089190
  128.422179   29.984345
  130.089999   29.222155
  131.757819   28.359418
  133.425640   27.251024
  135.093460   27.263740
  136.761281   26.259029
  138.429102   25.990579
  140.096922   25.256923
  141.764742   24.011979
  143.432563   24.199574
  145.100383   23.500732
  146.768204   23.009130
  148.436025   22.250613
  150.103845   22.705926
  151.771665   21.016207
  153.439486   20.951875
  155.107306   21.014966
  156.775127   20.367514
  158.442947   19.959511
  160.110768   20.131814
  161.778588   19.987044
  163.446409   19.237981
  165.114229   19.304441
  166.782050   19.274541
  168.449870   18.618717
  170.117691   18.709304
  171.785511   18.430039
  173.453332   18.454369
  175.121152   17.967389
  176.788973   17.501049
  178.456793   17.635002
  180.124614   17.573715
  181.792434   17.878793
  183.460255   17.586611
  185.128075   17.479857
  186.795896   17.699437
  188.463717   18.089374
  190.131537   17.946098
  191.799357   17.850714
  193.467178   18.154628
  195.134998   18.014461
  196.802819   18.980117
  198.470639   18.567795
  200.138460   19.198790
  201.806280   18.673247
  203.474101   19.183841
  205.141921   19.523352
  206.809742   19.939596
  208.477562   19.809675
  210.145383   21.009095
  211.813203   20.637635
  213.481024   21.594844
  215.148844   21.874298
  216.816665   22.399911
  218.484485   22.676732
  220.152306   23.128700
  221.820126   23.970883
  223.487947   23.582107
  225.155767   24.252558
  226.823588   25.058457
  228.491408   24.664783
  230.159229   27.151844
  231.827049   27.143725
  233.494870   27.181039
  235.162690   27.377921
  236.830511   28.876100
  238.498331   30.388968
  240.166152   29.588868
  241.833972   30.259793
  243.501793   30.961916
  245.169613   32.529947
  246.837434   32.043243
  248.505254   32.412580
  250.173075   32.913903
  251.840895   33.075556
  253.508716   34.859859
  255.176536   35.009055
  256.844357   35.484159
  258.512177   35.109983
  260.179998   36.368523
  261.847818   36.955786
  263.515639   40.442865
  265.183459   40.440634
  266.851280   39.289511
  268.519100   43.047940
  270.186921   41.649137
  271.854741   42.390068
  273.522562   44.109408
  275.190382   43.106209
  276.858203   44.231333
  278.526023   42.453142
  280.193844   42.814725
  281.861664   46.617120
  283.529485   46.317799
  285.197305   45.068487
  286.865126   47.425934
  288.532946   44.924197
  290.200767   47.160625
  291.868587   45.743823
  293.536408   46.951149
  295.204228   45.668002
  296.872049   48.458680
  298.539869   45.987410
  300.207690   43.642665
  301.875511   46.268134
  303.543331   43.319550
  305.211151   44.808323
  306.878972   45.216527
  308.546792   41.514629
  310.214613   40.112503
  311.882433   41.506518
  313.550254   39.315946
  315.218074   37.671163
  316.885895   36.371412
  318.553716   36.288500
  320.221536   34.046780
  321.889356   33.338839
  323.557177   31.635457
  325.224997   30.133970
  326.892818   29.776844
  328.560638   27.631553
  330.228459   26.255158
  331.896279   23.915175
  333.564100   22.989284
  335.231921   23.386915
  336.899741   22.684502
  338.567561   19.704436
  340.235382   19.206311
  341.903202   18.902709
  343.571023   18.285893
  345.238843   17.271745
  346.906664   15.529002
  348.574484   15.925316
  350.242305   13.387641
  351.910125   13.059495
  353.577946   12.553809
  355.245767   12.270767
  356.913587   11.590122
  358.581407   11.210053
  360.249228   10.561907
  361.917048   10.359889
  363.584869    9.505814
  365.252689    8.712406
  366.920510    8.277369
  368.588330    8.452205
  370.256151    7.707634
  371.923971    7.536964
  373.591792    6.671955
  375.259612    6.652635
  376.927433    6.323376
  378.595253    6.068548
  380.263074    5.786035
  381.930894    5.372896
  383.598715    5.233895
  385.266535    5.062654
  386.934356    4.829376
  388.602176    4.473621
  390.269997    4.300776
  391.937817    4.125084
  393.605638    3.963050
  395.273458    3.891888
  396.941279    3.685728
  398.609099    3.510406
  400.276920    3.336711
  401.944740    3.161550
  403.612561    3.027988
  405.280381    2.877328
  406.948202    2.882418
  408.616022    2.744526
  410.283843    2.555948
  411.951663    2.549346
  413.619484    2.480556
  415.287304    2.419625
  416.955125    2.442601
  418.622945    2.241240
  420.290766    2.252577
  421.958586    2.161833
  423.626407    2.138844
  425.294227    2.089353
  426.962048    1.986176
  428.629868    1.982469
  430.297689    1.937831
  431.965509    1.936834
  433.633330    1.866532
  435.301151    1.827441
  436.968971    1.740325
  438.636791    1.815330
  440.304612    1.742929
  441.972432    1.684749
  443.640253    1.633960
  445.308073    1.641295
  446.975894    1.611651
  448.643714    1.611130
  450.311535    1.590847
  451.979355    1.565602
  453.647176    1.546092
  455.314996    1.577532
  456.982817    1.541383
  458.650637    1.506772
  460.318458    1.474655
  461.986278    1.485873
  463.654099    1.485589
  465.321919    1.460051
  466.989740    1.489345
  468.657560    1.446655
  470.325381    1.466708
  471.993201    1.456268
  473.661022    1.467035
  475.328842    1.464331
  476.996663    1.509130
  478.664483    1.479084
  480.332304    1.459289
  482.000124    1.444868
  483.667945    1.455918
  485.335765    1.465624
  487.003586    1.497485
  488.671406    1.501253
  490.339227    1.533607
  492.007047    1.475919
  493.674868    1.499254
  495.342688    1.488520
  497.010509    1.490075
  498.678329    1.463878
  500.346150    1.483754
  502.013970    1.480690
  503.681791    1.491455
  505.349611    1.522041
  507.017432    1.494998
  508.685252    1.508710
  510.353073    1.494371
  512.020893    1.495136
  513.688714    1.515708
  515.356534    1.442207
  517.024355    1.478245
  518.692175    1.454802
  520.359996    1.436977
  522.027816    1.454438
  523.695637    1.411111
  525.363457    1.390154
  527.031278    1.397214
  528.699098    1.408610
  530.366919    1.325304
  532.034739    1.363196
  533.702560    1.324417
  535.370381    1.331713
  537.038201    1.316825
  538.706021    1.298641
  540.373842    1.289070
  542.041662    1.247201
  543.709483    1.256077
  545.377304    1.200572
  547.045124    1.214601
  548.712944    1.207018
  550.380765    1.171175
  552.048585    1.210364
  553.716406    1.157168
  555.384226    1.154710
  557.052047    1.123696
  558.719867    1.118552
  560.387688    1.095490
  562.055508    1.076563
  563.723329    1.089581
  565.391149    1.081076
  567.058970    1.068556
  568.726790    1.075103
  570.394611    1.051252
  572.062431    1.009103
  573.730252    1.005914
  575.398072    1.022283
  577.065893    0.991709
  578.733714    0.972294
  580.401534    0.979057
  582.069354    0.962591
  583.737175    0.960226
  585.404995    0.967976
  587.072816    0.960328
  588.740636    0.949862
  590.408457    0.951442
  592.076277    0.915886
  593.744098    0.922968
  595.411918    0.908949
  597.079739    0.925985
  598.747559    0.891337
  600.415380    0.914051
  602.083200    0.906240
  603.751021    0.924795
  605.418841    0.909511
  607.086662    0.893250
  608.754482    0.900144
  610.422303    0.891563
  612.090124    0.878307
  613.757944    0.911368
  615.425764    0.874865
  617.093585    0.861032
  618.761405    0.832829
  620.429226    0.848094
  622.097046    0.840509
  623.764867    0.821358
  625.432687    0.814751
  627.100508    0.819887
  628.768328    0.806850
  630.436149    0.782833
  632.103969    0.775828
  633.771790    0.763124
  635.439610    0.736586
  637.107431    0.733360
  638.775251    0.769836
  640.443072    0.732502
  642.110892    0.747271
  643.778713    0.739620
  645.446533    0.756241
  647.114354    0.747550
  648.782174    0.736157
  650.449995    0.746457
  652.117816    0.738732
  653.785636    0.749714
  655.453456    0.744913
  657.121277    0.773226
  658.789097    0.752959
  660.456918    0.738641
  662.124739    0.785635
  663.792559    0.754726
  665.460379    0.783172
  667.128200    0.808036
  668.796020    0.805794
  670.463841    0.818574
  672.131661    0.839557
  673.799482    0.819362
  675.467302    0.877360
  677.135123    0.896021
  678.802943    0.934220
  680.470764    0.948669
  682.138584    0.969154
  683.806405    0.964580
  685.474225    0.986868
  687.142046    1.000795
  688.809866    1.057626
  690.477687    1.032355
  692.145507    1.074289
  693.813328    1.115802
