0.045 , -0.0005133
0.0 , -0.0003776
0.66 , 8.264e-05
1.1456 , -0.0001107
1.0 , 8.137e-05
0.7136 , 4.401e-05
0.9312 , 8.583e-05
0.8424 , 8.48e-05
0.572 , 0.001063
0.656 , 0.0009301
0.0 , -0.001397
0.2136 , -6.158e-05
1.2968000000000002 , -2.03e-05
1.1936 , 3.36e-05
1.072 , 6.285e-05
0.5599999999999999 , -0.000168
0.584 , -0.000229
0.6000000000000001 , -5e-05
0.0 , 1e-08
1.2192 , 4.47e-05
1.449 , 0.001349
[0.19899, 0.11328, 0.635208, 1.17881, 0.975589, 0.700397, 0.905451, 0.81696, 0.2531, 0.37697, 0.41910000000000003, 0.232074, 1.30289, 1.18352, 1.053145, 0.6103999999999999, 0.6527, 0.6150000000000001, -3e-06, 1.2057900000000001, 1.0443]
[85150841.90061474, 1563006576.890156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -26132216513.789864, 17080.774833416624, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[85150841.90061474, 1563006576.890156, 0.0, 8.375723909715447e-36, -3.4623471789736675e-29, 0.0, -1.1857485044021808e-23, -7.217183739998266e-32, 1.0940919597168185e-18, -26132216513.789864, 17080.774833416624, 1.348307975626198e-23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.3656055267657314e-59, 0.0]
[85150841.90061474, 1563006576.890156, -9.496347333875762e-70, 1.6751447819430893e-35, -6.924694357947335e-29, 1.1791656442826313e-57, -2.3714970088043616e-23, -1.4434367479996532e-31, 2.188183919433637e-18, -26132216513.789864, 17080.774833416624, 2.696615951252396e-23, 3.7189684220366434e-96, 3.7648539102012473e-94, 0.0, -8.57735562198306e-103, 0.0, -5.805684725459145e-139, 4.56681207018628e-100, 9.462422107062926e-59, 8.461978271636726e-100]
[85150841.90061474, 1563006576.890156, -2.375036610639881e-62, 8.37739905449739e-32, -3.4630396484094624e-25, 2.9490934532257073e-50, -1.185985654103061e-19, -7.218627176746266e-28, 1.0943107781087619e-14, -26132216513.789864, 17080.774833416624, 1.3485776372213233e-19, 4.651500404737591e-85, 4.708891687090118e-83, 4.36970158903611e-125, -1.0728129045361207e-91, 4.832972939133522e-121, 5.4851795478016766e-120, 5.7119409960461045e-89, 2.366551863600658e-51, 6.348176310931328e-92]
[85150841.90061474, 1563006576.890156, -9.498246745726503e-62, 1.6753122964212837e-31, -6.92538682738313e-25, 1.1794014950989726e-49, -2.371734158505242e-19, -1.4435810916744531e-27, 2.18840273782558e-14, -26132216513.789864, 17080.774833416624, 2.696885612847521e-19, 3.720084242732728e-84, 3.765983498149842e-82, 2.185724822221155e-117, -8.579929128889966e-91, 2.4174531608043807e-113, 2.7438685649219366e-112, 4.568182273652609e-88, 9.46431468610856e-51, 8.465363401445664e-88]
[85150841.90061474, 1563006576.890156, -2.1369630547659153e-61, 2.5128846873928286e-31, -1.0387734006356799e-24, 2.653476467016689e-49, -3.5574826629074224e-19, -2.1652994656742797e-27, 3.2824946975423984e-14, -26132216513.789864, 17080.774833416624, 4.045193588473719e-19, 1.2554028923309967e-83, 1.2708923420979074e-81, 1.802698535495442e-116, -2.895436538956171e-90, 1.993818813926587e-112, 2.2630332022265497e-111, 1.5416073574790552e-87, 2.1293288562147918e-50, 3.597102394264041e-87]
[85150841.90061474, 1563006576.890156, -4.012330202334142e-60, 1.0888608597108274e-30, -4.501120579609347e-24, 4.9821281403966214e-48, -1.541496770692923e-18, -9.382483205672547e-27, 1.4223414294710584e-13, -26132216513.789864, 17080.774833416624, 1.7528273344735698e-18, 1.0213688416726327e-81, 1.0339707254688386e-79, 1.3572961642449351e-114, -2.3556650076209668e-88, 1.5011953330278753e-110, 1.7038934820845782e-109, 1.2542186501568531e-85, 3.9979963526677205e-49, 1.4788737126014433e-85]
[85150841.90061474, 1563006576.890156, -1.2559137765532555e-59, 1.926433250682372e-30, -7.963467758583014e-24, 1.5594736855504728e-47, -2.7272452750951036e-18, -1.6599666945670808e-26, 2.5164333891878765e-13, -26132216513.789864, 17080.774833416624, 3.1011353100997684e-18, 5.656233650434014e-81, 5.726021562771568e-79, 4.801836859889604e-113, -1.3045426041620185e-87, 5.310922755047785e-109, 6.0280274441877344e-108, 6.94573149735159e-85, 1.251427087324542e-48, 1.4341385318399444e-84]
[85150841.90061474, 1563006576.890156, -2.5854118994612604e-59, 2.764005641653916e-30, -1.142581493755668e-23, 3.210317379202599e-47, -3.912993779497284e-18, -2.3816850685669074e-26, 3.6105253489046944e-13, -26132216513.789864, 17080.774833416624, 4.449443285725966e-18, 1.670637477173493e-80, 1.6912501867980098e-78, 2.7795507396576045e-112, -3.8531254183874504e-87, 3.074235902382751e-108, 3.489333067768817e-107, 2.0515063667798706e-84, 2.576175644735458e-48, 4.857056129964559e-84]
[85150841.90061474, 1563006576.890156, -4.199534828078708e-58, 1.1139729551369355e-29, -4.604928672729333e-23, 5.214580953349619e-46, -1.577047882351909e-17, -9.598868808565173e-26, 1.4551444946072879e-12, -26132216513.789864, 17080.774833416624, 1.7932523041987946e-17, 1.0936777728104644e-78, 1.1071718208380898e-76, 1.725951633431347e-110, -2.5224369041876512e-85, 1.9089352828020008e-106, 2.1666883146742467e-105, 1.3430124397318855e-82, 4.184532201326765e-47, 1.6982472722560797e-82]
[85150841.90061474, 1563006576.890156, -1.288870212704132e-57, 1.9515453461084809e-29, -8.067275851703003e-23, 1.6003958390192136e-45, -2.7627963867540896e-17, -1.681605254856344e-25, 2.5492364543241066e-12, -26132216513.789864, 17080.774833416624, 3.141560279824992e-17, 5.880325750283378e-78, 5.952878562514809e-76, 5.142689253478247e-109, -1.3562267653152965e-84, 5.6879119752238414e-105, 6.455919445296948e-104, 7.220911706024893e-82, 1.2842657891711448e-46, 1.5021239932891914e-81]
[85150841.90061474, 1563006576.890156, -2.6326043082241616e-57, 2.7891177370800255e-29, -1.1529623030676671e-22, 3.2689164048447816e-45, -3.94854489115627e-17, -2.4033236288561704e-25, 3.643328414040925e-12, -26132216513.789864, 17080.774833416624, 4.48986825545119e-17, 1.716587662371796e-77, 1.737767315954907e-75, 2.8939406193922123e-108, -3.9591040217567108e-84, 3.200753281659912e-104, 3.632933392915517e-103, 2.107932191518653e-81, 2.6231994635627595e-46, 4.996460400151612e-81]
[85150841.90061474, 1563006576.890156, -4.218490027169976e-56, 1.1164841646795476e-28, -4.615309482041336e-22, 5.238117728087283e-44, -1.5806029935178076e-16, -9.62050736885444e-25, 1.4584248011209114e-11, -26132216513.789864, 17080.774833416624, 1.797294801171317e-16, 1.1010908342720018e-75, 1.1146763463577627e-73, 1.7656442608088298e-106, -2.5395342433385992e-82, 1.952836082453814e-102, 2.2165167978451595e-101, 1.3521155174453145e-79, 4.203419700190194e-45, 1.720737082621443e-79]
[85150841.90061474, 1563006576.890156, -1.2921893229239251e-55, 1.9540565556510914e-28, -8.077656661015001e-22, 1.6045172037103247e-43, -2.7663514979199886e-16, -1.68376911088527e-24, 2.552516760837729e-11, -26132216513.789864, 17080.774833416624, 3.145602776797515e-16, 5.903055029696681e-75, 5.975888281007757e-73, 5.1776472006026684e-105, -1.3614690016140536e-81, 5.726576128603078e-101, 6.499804206651415e-100, 7.248822765165986e-79, 1.2875730507555575e-44, 1.5090196214174792e-78]
[85150841.90061474, 1563006576.890156, -2.637346999110662e-55, 2.791628946622636e-28, -1.1540003839988668e-21, 3.2748054567532353e-43, -3.952100002322169e-16, -2.4054874848850967e-24, 3.646608720554547e-11, -26132216513.789864, 17080.774833416624, 4.493910752423713e-16, 1.7212284779425242e-74, 1.7424653909760474e-72, 2.905558277747506e-104, -3.9698075075110675e-81, 3.213602632422928e-100, 3.6475177208397508e-99, 2.1136310117716906e-78, 2.627925236845242e-44, 5.010539745697055e-78]
[85150841.90061474, 1563006576.890156, -4.2203877329548417e-54, 1.1167352856338075e-27, -4.616347562972532e-21, 5.240474320495468e-42, -1.5809585046343975e-15, -9.622671224883365e-24, 1.4587528317722734e-10, -26132216513.789864, 17080.774833416624, 1.7976990508685696e-15, 1.1018339773994696e-72, 1.1154286585561421e-70, 1.7696422700092437e-102, -2.5412482140312662e-79, 1.9572579565526055e-98, 2.2215357332828542e-97, 1.3530280809896247e-76, 4.205310789216512e-43, 1.7229916364975837e-76]
[85150841.90061474, 1563006576.890156, -1.2925213820637086e-53, 1.954307676605353e-27, -8.078694741946202e-21, 1.6049296316728774e-41, -2.766707009036578e-15, -1.6839854964881627e-23, 2.5528447914890913e-10, -26132216513.789864, 17080.774833416624, 3.146007026494768e-15, 5.905331173630134e-72, 5.978192508528826e-70, 5.181151805900583e-101, -1.3619939669740271e-78, 5.730452288615851e-97, 6.504203743231564e-96, 7.25161782024824e-76, 1.2879040108279963e-42, 1.5097101598797023e-75]
[85150841.90061474, 1563006576.890156, -2.637821250372177e-53, 2.791880067576898e-27, -1.1541041920919871e-20, 3.2753946534375235e-41, -3.9524555134387594e-15, -2.4057038704879893e-23, 3.64693675120591e-10, -26132216513.789864, 17080.774833416624, 4.494315002120966e-15, 1.7216930189998902e-71, 1.7429356636478749e-69, 2.9067218422318366e-100, -3.970878915868942e-78, 3.214889556838961e-96, 3.64897841158151e-95, 2.1142014580533268e-75, 2.6283980480874878e-42, 5.011949074266426e-75]
[85150841.90061474, 1563006576.890156, -4.220575910497822e-52, 1.1167603977292337e-26, -4.616451371065651e-20, 5.240710008885632e-40, -1.5809940557460564e-14, -9.622887610486251e-23, 1.4587856348374087e-09, -26132216513.789864, 17080.774833416624, 1.797739475838295e-14, 1.1019083100973277e-69, 1.1155039083879312e-67, 1.7700423588727818e-98, -2.5414196535035925e-76, 1.9577004624334602e-94, 2.2220379882989834e-93, 1.3531193599205706e-73, 4.205499921510544e-41, 1.7232171476618894e-73]
[85150841.90061472, 1563006576.8901556, -1.2925537239764482e-51, 1.9543327887007788e-26, -8.078798550039321e-20, 1.6049708773840664e-39, -2.7667425601482367e-14, -1.6840071350484521e-22, 2.5528775945542284e-09, -26132216513.78986, 17080.77483341662, 3.146047451464493e-14, 5.905558820198701e-69, 5.97842296385314e-67, 5.181502354620059e-97, -1.3620464709308536e-75, 5.730840002156592e-93, 6.504643807599264e-92, 7.251897365266916e-73, 1.2879371091743803e-40, 1.5097792234872483e-72]
[85150841.90061472, 1563006576.8901556, -2.6378661520476843e-51, 2.791905179672323e-26, -1.1541145729012987e-19, 3.275453576020887e-39, -3.952491064550418e-14, -2.4057255090482782e-22, 3.646969554271046e-09, -26132216513.78986, 17080.77483341662, 4.4943554270906895e-14, 1.7217394777021595e-68, 1.7429826955683035e-66, 2.9068382166787286e-96, -3.970986067306081e-75, 3.215018269187202e-92, 3.6491245032502165e-91, 2.1142585083259238e-72, 2.628445331550852e-40, 5.012090021068342e-72]
[85150841.90061468, 1563006576.8901548, -4.220578563379095e-50, 1.1167629089387766e-25, -4.616461751874965e-19, 5.240733578016136e-38, -1.5809976108572213e-13, -9.622909249046536e-22, 1.4587889151439221e-08, -26132216513.789856, 17080.774833416614, 1.7977435183352662e-13, 1.1019157435509793e-66, 1.1155114335572445e-64, 1.7700823706390422e-94, -2.5414367978748927e-73, 1.957744716206777e-90, 2.222088217415921e-89, 1.3531284880394444e-70, 4.2055188349738565e-39, 1.7232396993361352e-70]
[85150841.90061462, 1563006576.890154, -1.2925482947035454e-49, 1.9543352999103196e-25, -8.078808930848625e-19, 1.6049750019843335e-37, -2.766746115259401e-13, -1.684009298904479e-21, 2.55288087486074e-08, -26132216513.789845, 17080.774833416603, 3.1460514939614617e-13, 5.905581585177317e-66, 5.9784460097113e-64, 5.18153741037397e-93, -1.3620517214007466e-72, 5.730878774486134e-89, 6.50468781514323e-88, 7.25192532016375e-70, 1.2879404190324098e-38, 1.5097861299456194e-69]
[85150841.90061456, 1563006576.8901527, -2.6378453842569987e-49, 2.7919076908818613e-25, -1.154115610982228e-18, 3.275459468308367e-37, -3.952494619661578e-13, -2.405727672904303e-21, 3.6469728345775566e-08, -26132216513.789837, 17080.77483341659, 4.4943594695876555e-13, 1.72174412361835e-65, 1.742987398806877e-63, 2.9068498543033537e-92, -3.970996782555807e-72, 3.215031140621038e-88, 3.649139112643039e-87, 2.1142642134095418e-69, 2.628450059920578e-38, 5.012104115887987e-69]
[85150841.90061407, 1563006576.890144, -1.8464323965693215e-48, 1.116763160059725e-24, -4.616462789955871e-18, 2.2928218242255216e-36, -1.5809979663683318e-12, -9.622911412902519e-21, 1.4587892431745717e-07, -26132216513.78976, 17080.774833416493, 1.7977439225849547e-12, 4.8208843204514654e-64, 4.88036550053308e-62, 4.412349113832269e-91, -1.1118792777032874e-70, 4.8801419114445865e-87, 5.539080632473827e-86, 5.919940748395011e-68, 4.205520726322526e-37, 5.244618403089529e-68]
[85150841.90061356, 1563006576.8901343, -1.2924611169032967e-47, 1.9543355510312492e-24, -8.078809968929455e-18, 1.60497541444464e-35, -2.7667464707704915e-12, -1.6840095152900614e-20, 2.552881202891376e-07, -26132216513.789684, 17080.774833416388, 3.1460518982111203e-12, 5.905583861678332e-63, 5.9784483143003086e-61, 2.2689891646533652e-89, -1.3620522464484644e-69, 2.509545104743826e-85, 2.8483951774912448e-84, 7.251928115656774e-67, 1.287940750018438e-36, 1.5097868205924323e-66]
[85150841.90060855, 1563006576.8900425, -1.2841339439918037e-46, 1.0330059460746216e-23, -4.270228175866414e-17, 1.5951490556806296e-34, -1.4624231514791705e-11, -8.901193255287913e-20, 1.3493800800059401e-06, -26132216513.788914, 17080.774833415384, 1.662913165447232e-11, 3.1024116110198547e-61, 3.140689879373965e-59, 1.5376212974568575e-87, -7.15534111981351e-68, 1.700638354776898e-83, 1.930266198110098e-82, 3.809693760220413e-65, 3.598348831830297e-35, 2.6096534112788105e-65]
[85150841.90060855, 1563006576.8900425, -6.0304196406349884e-46, 1.0330059460745723e-23, -4.270228175866211e-17, 7.490977277093487e-34, -1.4624231514791356e-11, -8.90119325528749e-20, 1.3493800800058762e-06, -26132216513.788914, 17080.774833415384, 1.6629131654471518e-11, 1.456923088132519e-60, 1.4748989404471328e-58, 7.304076733411569e-86, -3.36021875494896e-67, 8.078447573286031e-82, 9.169235916959248e-81, 1.7890697605236244e-64, 3.5983488318301084e-35, 6.46641604547173e-64]
[85150841.90060353, 1563006576.8899498, -1.1880339063651327e-45, 1.8705783370459704e-23, -7.732575354839273e-17, 1.4762498730527259e-33, -2.6481716558811525e-11, -1.6118376995284494e-19, 2.4434720397226155e-06, -26132216513.788143, 17080.77483341438, 3.0112211410731134e-11, 5.199135048248987e-60, 5.263283172849615e-58, 6.847535066361587e-85, -1.199118281599369e-66, 7.573503819695257e-81, 8.59611238569312e-80, 6.384424388251962e-64, 1.1799114642189495e-34, 1.2902220596187424e-63]
[85150841.90055346, 1563006576.8890314, -1.221957740468763e-44, 1.0246302246756702e-22, -4.2356047144556457e-16, 1.5233182370036165e-32, -1.4505656699897102e-10, -8.82902143952265e-19, 1.3384391636889293e-05, -26132216513.78046, 17080.774833404335, 1.6494300897327488e-10, 2.9386856258666777e-58, 2.9749438053409073e-56, 1.3779262832822089e-83, -6.777726727904129e-65, 1.5240126364539064e-79, 1.7297916805078123e-78, 3.608641823133707e-62, 3.5402338068997574e-33, 2.3860198483912372e-62]
[85150841.90055346, 1563006576.8890314, -5.951404783113582e-44, 1.0246302246751778e-22, -4.2356047144536105e-16, 7.419146458413839e-32, -1.4505656699893615e-10, -8.829021439518412e-19, 1.3384391636882866e-05, -26132216513.78046, 17080.774833404335, 1.6494300897319451e-10, 1.4312530713483425e-57, 1.4489122010889338e-55, 6.920033607429751e-82, -3.3010139331293304e-64, 7.65368858288097e-78, 8.687124056288866e-77, 1.757547540041631e-61, 3.540233806897892e-33, 6.359432931836605e-61]
[85150841.90050332, 1563006576.8881104, -1.1699105372782925e-43, 1.8622026156452707e-22, -7.697951893421277e-16, 1.4631709647297106e-31, -2.6363141743899125e-10, -1.6046205179504164e-18, 2.4325311234043178e-05, -26132216513.772766, 17080.774833394276, 2.997738065355793e-10, 5.129999601136984e-57, 5.193294716682354e-55, 6.726975337033433e-81, -1.1831730180569606e-63, 7.44016246960074e-77, 8.444766686571372e-76, 6.299527567616276e-61, 1.1693687520901953e-32, 1.2691296214094373e-60]
[85150841.90050332, 1563006576.8881104, -1.641324454547933e-43, 1.8622026156447775e-22, -7.697951893419238e-16, 2.0527537868702164e-31, -2.6363141743895635e-10, -1.604620517949991e-18, 2.432531123403673e-05, -26132216513.772766, 17080.774833394276, 2.9977380653549877e-10, 7.197126215402425e-57, 7.285926014782048e-55, 1.5417119803839558e-80, -1.6599310346393303e-63, 1.7051627277772983e-76, 1.9354014724572295e-75, 8.837913942624695e-61, 1.1693687520898465e-32, 2.727410543271917e-60]
[85150841.90000212, 1563006576.8789108, -1.1728784824989857e-42, 1.0237926525313657e-21, -4.232142368296342e-15, 1.516114519711575e-30, -1.44937992183532e-09, -8.821804257908129e-18, 0.00013373450720557538, -26132216513.695858, 17080.774833293737, 1.648081782154177e-09, 2.9223978522523165e-55, 2.958455069427705e-53, 1.8936910307563255e-79, -6.740160927199233e-62, 2.0944582416539826e-75, 2.3772614184146898e-74, 3.588640792497543e-59, 3.5344483260479416e-31, 2.364208304415095e-59]
[85150841.90000212, 1563006576.8789108, -5.7339389854967906e-42, 1.0237926525264356e-21, -4.2321423682759616e-15, 7.411942741095805e-30, -1.4493799218318302e-09, -8.821804257865649e-18, 0.00013373450720493142, -26132216513.695858, 17080.774833293737, 1.6480817821461342e-09, 1.4286945521469983e-54, 1.4463221142889415e-52, 6.886399748772653e-78, -3.2951130147674085e-61, 7.616488896491342e-74, 8.644901500952828e-73, 1.7544057340953156e-58, 3.5344483260292934e-31, 6.3487898016974746e-58]
[85150841.89950098, 1563006576.869712, -1.0929519145708391e-41, 1.8613650434834643e-21, -7.694489547189622e-15, 1.4618610103392806e-29, -2.6351284262177258e-09, -1.603898799773883e-17, 0.00024314370317582613, -26132216513.61896, 17080.774833193213, 2.996389757748834e-09, 5.12310151189935e-54, 5.186311517232384e-52, 6.715416338170088e-77, -1.1815820563258879e-60, 7.427377997349775e-73, 8.430255998243881e-72, 6.291056862602636e-58, 1.1683170830347025e-30, 1.2670305497895531e-57]
[85150841.89950098, 1563006576.869712, -1.5337500948895514e-41, 1.8613650434785347e-21, -7.694489547169245e-15, 2.051443832472499e-29, -2.6351284262142363e-09, -1.6038987997696356e-17, 0.00024314370317518223, -26132216513.61896, 17080.774833193213, 2.9963897577407927e-09, 7.189298384276286e-54, 7.27800160207421e-52, 1.5395365052801396e-76, -1.6581256390692257e-60, 1.7027566109996944e-72, 1.9326704714701616e-71, 8.828301532331115e-58, 1.1683170830312201e-30, 2.724465274069399e-57]
