OH* 0.00
NO* 0.00
O* 0.00
N* 0.00
NH* 0.00
NH2* 0.00
NH3* 0.00
H2O* 0.00
H* 0.00
NO2* 0.00
NOH* 0.00
HNO* 0.00
HNOH* 0.00
N2H4* 0.00
N2H4 0.0
NH3 0.0
HNO2 0.03
H2 0.02
H2O 1.00
